"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
1501784.91698827,6.2092739243526,6.72406713408418,11.2747816783376,6.63699732068926,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1
876385.546930386,8.50296802516095,6.2061620298773,6.71215488831513,7.41831318219192,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0
925524.222798581,6.1261854658369,9.97228990634903,11.7451781118289,11.7278967273887,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
1323912.3820627,6.27537715039216,12.3375961023849,7.2215324298013,11.8577791845892,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1
541899.559220877,7.1893641045317,12.0770994387567,12.5340138950851,11.7099576052278,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9535253.3736439,12.6615151672158,8.40946256648749,7.41589451953769,7.76277917181142,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
2207768.09781893,11.5067234393209,9.14796821749769,12.22813222697,12.5912905493751,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
2437384.69357638,10.1633830950595,8.17297972342931,11.75844167592,7.29675893369131,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
1157352.34722089,7.88739167596214,11.7322230928112,8.89205923723057,6.15627731126733,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0
5612336.09439273,11.1428701640107,7.9687744830735,12.6127129306551,8.95669583720155,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0
1040633.10248215,7.12597290449776,8.98572472250089,10.5031907309312,9.59149309410714,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
766025.104608005,6.53118833038025,10.9657080266625,11.4500230874401,6.00004975334741,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1
1251913.32129033,9.89424703083932,10.5732644817326,11.1553580341861,8.30401399824768,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2022160.92611392,8.51847322308458,10.0252952829469,8.68018069979735,9.07014008797705,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3745285.44778205,11.8277916554362,12.4566766363569,7.93815713818185,11.6868104238529,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0
692663.861118705,7.38694605254568,9.15433089598082,11.8396203911398,9.4129077065736,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3518029.61573137,12.5160988974385,8.27195469290018,7.86494369478896,6.36035272874869,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
2592782.03086863,9.5202900073491,8.08028727164492,6.39557095686905,6.31727101723664,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5212689.47036134,12.2752510900609,8.41913940105587,7.37759577739052,6.01038564415649,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
1879733.82653263,7.46246207505465,12.5130901702214,11.6225532903336,12.2970940694213,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1036731.88324174,8.90942778415047,10.3929557609372,7.36267657764256,10.0664952546358,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1
1110091.80133034,6.99162258952856,10.3404123389628,7.28214588970877,10.5560115815606,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
76636.4645225043,7.3209070363082,12.5247569398489,7.61512442189269,10.1488198761363,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
1015264.66901713,9.71711627719924,11.7597674191929,9.48084585438482,9.2769857191015,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
1483383.17679362,8.41081062681042,11.5381630305201,7.75777984946035,6.11730709695257,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
7191465.64105425,12.8588012142573,9.58678891323507,10.3443706678227,9.88091195374727,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0
1991920.79611028,11.3261094200425,7.3224799784366,12.4809661938343,11.0500667544547,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1
251928.927062772,6.65898980130441,6.85885351896286,12.5283759071026,11.0926386322826,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
2214509.77187826,8.3089349118527,11.6320837023668,10.4833281375468,6.02626078063622,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
637374.961204142,6.925766303204,10.6714884897228,12.6538925655186,10.9325801741797,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
2420795.01952309,9.60075640887953,12.359927840298,10.331010757247,6.66241187555715,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2239724.01413894,11.5880571124144,12.9377971759532,6.26828381628729,9.89808052242734,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1
3050148.90327162,8.70874130842276,6.96410646382719,6.29574674158357,11.2241497337818,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
1041085.05433284,10.3951169764623,10.8389562116936,10.4563479861245,6.47979295626283,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0
2703844.01407872,11.3724980333354,6.91025784239173,9.57789923832752,12.7991958060302,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
483978.606215736,6.24701540521346,6.0174177151639,11.9679596845526,11.3217558579054,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
4119801.12964278,9.26365195563994,7.22002094960772,9.26463638315909,9.39345771865919,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
1487624.39904331,8.03983776923269,9.77897241199389,11.6959603524301,9.2420239422936,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
2854730.70080996,11.4484002664685,10.6219829246402,11.6646775428671,10.6107118478976,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0
549166.464691864,9.96536207990721,12.1378060148563,8.44606254645623,7.55958841601387,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
192157.453152206,8.00833347765729,11.6910880773794,8.85496715921909,7.42990314844064,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1
5574951.93400104,12.4401471684687,8.42865746072493,11.8032800259534,7.44381874590181,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0
2739054.9880482,10.3925412241369,12.0495143735316,11.3458120748401,10.4965986560564,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
799786.824541972,7.92406248766929,7.30316104716621,7.44900731579401,12.3205628115684,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
851596.603708487,8.50406999653205,9.47048534848727,12.6469155382365,11.4616595767438,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
2918421.2988099,7.05303770955652,9.93298595654778,8.2341179526411,9.67834281572141,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
3311750.34222287,12.1482737250626,11.7026946546976,6.35343696619384,6.6589403396938,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1180882.15982486,7.76514386478812,6.21806514216587,7.91012856783345,6.99973054672591,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0
771478.389538045,8.11233197222464,9.33048723405227,12.3205664721318,11.6228430843912,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2351874.2014806,10.8543277403805,8.40518982359208,6.50687225582078,12.5817836995702,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
904840.080514566,11.1750188581645,10.4846946897451,12.4840297431219,6.63254627282731,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2230806.1001663,10.7987200894859,7.0887224166654,8.6113845622167,12.1062548481859,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1
718226.648736279,6.43857360281982,10.2233738892246,12.9898558226414,9.98101482819766,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
4223504.25134342,12.5083457622677,12.2308260984719,10.9324514970649,11.5101471694652,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
738302.465972486,10.1334931282327,8.49332267208956,11.1099601020105,6.71815015934408,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1
2783794.87064112,11.9094867187086,10.9645696012303,9.57059041503817,7.21082117478363,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
432116.782760453,6.39125951076858,9.66328838700429,8.66582124680281,9.79460716224276,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1
580175.233040298,6.34459509211592,11.2144386551809,7.02930552582256,8.29835604340769,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
564166.714715026,6.63341038255021,8.5192618642468,9.63249431480654,10.6985173204448,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
3529679.15701303,8.39868745859712,12.9618905689567,7.00826401915401,9.54182159597985,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
2003513.28237062,11.0056839489844,11.2991957080085,9.78071079659276,6.28477987297811,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
795861.181587448,6.3183127718512,9.07395059103146,10.1544874990359,7.011820838321,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
2342851.37189459,10.8362778397277,11.3498619569,8.24570218846202,9.65829207655042,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
176545.070144835,7.6442580781877,6.43235031096265,9.95709987869486,12.3690489993896,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2016277.68309782,11.2977597794961,8.65494093764573,12.8025513642933,10.5540446611121,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
6443601.1072121,12.7012612661347,6.63388680992648,12.6277527986094,10.273424964631,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
902987.611610092,7.60295462794602,8.58985173492692,7.84666726458818,9.93944321153685,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2351569.86084429,11.171661686385,8.14641839684919,9.82486949767917,10.5968970446847,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
249850.456165771,8.21086689666845,7.23490496817976,7.30321077280678,9.2566626672633,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0
2976262.94232951,12.2183226798661,8.00404226896353,8.50174208683893,9.8859830009751,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
1613262.30346571,8.9806721394416,11.5834648623131,6.86906443559565,10.5579483439215,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
2775436.21950584,10.1466146833263,11.1637185181025,9.43005881179124,9.31992988241836,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
1038366.6684513,12.2294726190157,9.27876050234772,11.238551144721,6.03530325880274,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
3068769.17880795,11.3323280441109,6.39429388800636,12.8021469030064,10.1893061390147,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1511705.89572344,10.6334090814926,9.64968533092178,10.4218906597234,12.2211454045027,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1
507559.291410789,6.23442912194878,11.9380131778307,12.0168323942926,10.3824162769597,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1
281156.029511258,7.52457499364391,11.7978022992611,10.8531414782628,7.99115759925917,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0
2930244.46573041,8.88137044920586,7.15800469205715,8.08412814792246,8.64854879211634,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
4393783.48563642,11.9342877478339,11.2316536344588,6.35947085893713,11.3215992327314,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1285463.23769935,10.991488113068,7.95614806562662,12.3238204310182,10.0119327255525,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
5286502.03016089,11.5621809924487,11.3296335956547,8.06624012533575,8.63590495847166,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1590261.7807734,11.155093249632,9.52833306696266,8.87584097101353,10.5033381574322,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
656538.679915428,10.2611889415421,10.6196208703332,12.7715239597019,12.4499496193603,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
3200678.96883311,11.9402899292763,11.9715077271685,8.46846329560503,6.485327742761,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0
944512.636602977,11.4054193182383,7.92292335815728,11.2186968210153,6.9863360368181,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0
154374.163440538,7.04023140133359,9.15917425812222,10.6239972645417,8.46391534223221,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
1234032.91416832,8.34196726535447,10.0934584152419,8.2042325118091,9.8119488384109,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
4071310.84646702,10.2902366202325,11.36043999088,8.24273461732082,10.9049580225255,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1
6917964.41401118,12.9061444620602,12.2573419548571,7.89574767625891,7.32767385989428,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1345356.6295348,9.65477372263558,6.38033029250801,10.7502989817876,10.1393254422583,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
3576134.48055697,12.1000741156749,12.5399231999181,12.4683285844512,9.65711098746397,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
1539886.03202577,8.39286582637578,9.81661734590307,11.0719780458603,11.1727127260529,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
2567519.12026317,12.693070465466,10.6558508530725,8.17126894625835,8.52539658220485,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0
1165624.75800008,8.59760955092497,10.3036754105706,9.73336643073708,7.99240844114684,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
2105786.60467973,10.7380097012501,11.2352152648382,8.74963938468136,10.5136573540512,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
1166294.13959853,7.25105811515823,12.3980851112865,6.88893272029236,8.00544579839334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1658713.80028831,8.70379680814222,7.68071843520738,12.9439188961405,11.6224367504474,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1068837.78739329,7.96369492006488,7.10447444673628,10.8283968749456,11.8996676502284,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1
732908.54181675,8.46148226875812,11.422350123059,10.4044509828091,9.88899692078121,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
621564.852035371,7.06209723395295,7.69256196473725,11.0029365918599,11.0941126560792,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2384810.53195817,10.440039558569,8.16356596373953,11.1377665644977,6.32373136887327,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
148120.377723041,6.36182295670733,6.21111245616339,8.45060182269663,12.4812560644932,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
338198.459226967,8.4901689956896,12.232327276608,7.93944350187667,12.387107541319,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
661560.356845605,8.35951780714095,12.2318872821052,12.9548846075777,10.4339678948745,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1
2821615.74253509,10.8474028101191,6.04549903282896,12.8745908229612,9.44790777750313,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1
2938073.0259105,10.7037549819797,9.36368351429701,7.14633697387762,10.6625563630369,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
582605.522579506,6.34109821100719,12.9505510008894,10.2273973389529,10.3223561847117,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
47457.2112360488,7.79351591854356,7.97594365896657,12.4611422254238,9.11150079849176,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
856147.689928022,7.62367934593931,6.77854922530241,7.50512378825806,7.56216845964082,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
3180545.46224049,11.7849844715092,9.51131380721927,9.12869629496709,6.90458937198855,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
1205277.61472773,8.51767054270022,10.5256087658927,8.27002305304632,8.37059329962358,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
927923.627930479,6.12502437620424,6.48378910170868,9.90759176132269,7.30393294035457,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
2789193.00675577,11.8071169515606,7.6889539253898,6.39455131394789,10.7148508585524,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1650675.53520743,9.84035009518266,10.044688882539,12.6973218317144,8.31621288601309,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
6787306.76572673,11.62040831591,8.67333082249388,12.1365164257586,8.18827184429392,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
1313512.45660361,11.9072955064476,12.4729784957599,12.9071474547964,10.5844740215689,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2242823.90902021,10.9612416487653,10.1435102354735,11.691368496744,11.6805899450555,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
879605.030744476,6.44522055028938,10.2489826299716,12.1396897088271,8.11520879040472,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
533774.399254169,6.88848290778697,8.11348486552015,9.74813776719384,11.6481713389512,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
6351061.74352085,11.4019997995347,9.4012865961995,12.5027797925286,11.4992284129839,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
5320229.26163028,12.5643852259964,9.00591771025211,6.69979512970895,9.62795257754624,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
1926209.3430284,7.09387678978965,11.0792955316138,12.6463804440573,10.6455649812706,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1
1856940.35499306,12.094483464025,9.04289441043511,11.4182724477723,11.5731690502726,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1
3411398.19587716,9.20842496911064,12.5552123039961,9.76729902205989,11.0268534270581,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1
771762.005753061,6.08652915828861,10.7516967155971,9.02560801594518,11.6451951412018,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0
5952052.89346081,12.4774877117015,9.81595376366749,10.7156760515645,6.42137605277821,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
1883048.98182917,11.171329914825,8.40180018753745,12.4785640004557,9.07854651473463,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0
802473.309283423,6.80388104589656,7.07699161325581,9.55159617704339,7.88663035701029,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1
2082701.79029716,6.55815809336491,11.768236927921,10.9549800513778,11.5294960518368,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
2159767.59033184,10.6834891415201,10.9550311672501,10.7201901765075,12.8495734408498,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
1162584.25056778,6.72913564858027,6.69248107797466,12.4158135929611,7.28078728122637,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1206322.14992026,6.15567138860933,7.22007359587587,10.581619474804,7.95469119236805,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2268920.55067181,10.2952830540016,10.5826609523501,7.92424484761432,8.57744287652895,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
2725757.5665369,11.2842939652037,7.70166485523805,9.77198608662002,11.0512918403838,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0
1679183.29138757,10.717532149516,7.7033084302675,7.68843333981931,11.2062150072306,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
2569006.95627128,9.34644482284784,8.18504476430826,11.9526630523615,12.9735823366791,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1185966.04116916,10.3424758617766,10.0453841141425,10.9597123954445,10.593992203474,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1
590529.338849734,7.36555496859364,11.0885684296954,8.06054101930931,8.15369224268943,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1004443.14295449,9.36039291229099,6.73481908068061,6.67703332286328,9.33201374276541,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
859394.522572378,9.15521270711906,11.9902739166282,12.7487242384814,6.04093459062278,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1
459698.158492298,7.5719793823082,6.06457698950544,7.38865505158901,7.18395779631101,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
1192082.27627288,8.10416842857376,11.1642608731054,11.4820551928133,9.10504925600253,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
2577255.83552507,8.50336822122335,8.20918121538125,11.2633699388243,10.3937776193488,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0
1119011.1697477,7.46480055246502,10.0651859154459,7.93857381003909,6.03502314910293,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1286729.74949684,8.47607539151795,8.39398969104514,6.14129228331149,7.47903099912219,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2033368.20812775,8.75135180144571,11.2556095216423,6.95220701862127,9.97365029458888,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1800899.04893484,9.08749791234732,7.54913028259762,7.15151960635558,7.46617427258752,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0
1853255.12655415,8.59273012913764,6.53220397862606,7.43997536622919,7.93630650825799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1567364.74529599,8.88006705068983,8.99684841674753,6.7781017809175,8.03797141485848,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1
3602020.39422343,11.1988906061742,9.0592932747677,7.56914951908402,9.84148972830735,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
2690109.84212536,8.14173226617277,7.35175931407139,9.42510649817996,6.87269676732831,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
303067.919069479,10.6736623900943,9.21957049309276,10.1357817528769,9.952522886917,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0
722871.505733381,11.9068076165859,6.00058721238747,6.54255738342181,12.0217796603683,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1027425.28362589,10.1826303959824,9.29796420736238,9.28557856241241,11.673622691771,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0
2753143.20808279,12.619901227532,11.8467795778997,10.4861131091602,11.9901021993719,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3188971.5972017,12.5729587022215,7.91285279626027,12.6671485656407,11.7907372489572,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1128188.80609174,8.00261267065071,9.94926923280582,10.1107119249646,11.9662093436345,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
1404335.2370257,10.8087793632876,8.39360096887685,6.571586656617,12.0401389959734,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
5079826.47517002,12.6584249672014,11.3807884319685,10.5531366507057,10.6291371698026,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1353021.79513843,9.9064056687057,9.01765409577638,10.6654024005402,11.3406164380722,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2435396.19466374,10.111480258638,8.95532944472507,11.3816342144273,12.1411952222697,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
4666045.91657413,8.61236266931519,6.58701362996362,12.6293579540215,10.8588819163851,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
522402.0730711,6.4388222375419,11.615908627864,6.80810534418561,9.27211480168626,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
698917.295945031,9.34932653862052,7.50613728514872,6.47569665219635,7.24175148480572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2563071.42419758,9.78667703736573,6.81150060310028,11.197506393306,9.66562610818073,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
473194.716261848,6.63782329275273,8.95460988325067,9.27268366399221,8.78318468644284,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2903955.97749807,10.4588170524221,7.22883342672139,12.2508068419993,8.87026381259784,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1
1204512.12425574,7.47803587513044,12.8531059040688,12.3520831128117,7.57043197774328,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1
3392978.86623304,9.21002101711929,12.0115299068857,7.99625798151828,9.16915555833839,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0
401661.446303599,7.07062631240115,11.2398820056114,11.345213673776,12.656240057433,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
304954.849156994,6.58039471041411,6.13114856230095,8.8288483012002,6.28349266340956,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
263910.042754408,6.29664593143389,6.8702477933839,6.74383232160471,9.79291683598422,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0
3982722.61726728,11.6822749467101,9.47304080147296,11.9542317015585,9.16229937365279,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
1796065.69986162,7.11420769570395,9.58631980698556,7.82321786670946,12.7116991931107,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
2912013.4034913,11.8798692373093,12.2358775732573,8.49032555241138,11.492338711163,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
